0,23,23,23,0
100,23,23,23,0
201,22,23,22,0
302,22,22,22,0
403,22,22,22,0
503,22,22,22,0
0,29,29,29,0
100,28,28,28,0
201,28,28,28,0
302,22,28,26,0
403,29,28,27,0
503,26,28,27,0
605,23,28,26,0
706,26,27,26,0
806,25,26,26,0
908,28,27,26,0
1009,27,26,26,0
1111,22,26,25,0
1211,30,26,25,0
1312,25,26,26,0
1414,30,26,26,0
1514,27,26,26,0
1615,27,27,26,0
1717,25,27,26,0
1817,25,27,26,0
1918,22,26,26,0
2020,28,26,26,0
2120,26,26,26,0
2222,23,25,25,0
2323,29,26,26,0
2424,29,26,26,0
2525,23,25,25,0
2626,23,25,25,0
2727,29,25,25,0
2828,27,26,25,0
2929,35,27,27,0
3031,24,26,26,0
3131,27,27,26,0
3232,28,27,27,0
3334,29,27,27,0
3435,26,27,27,0
3535,26,27,27,0
3637,29,27,28,0
3738,28,27,27,0
3838,24,27,27,0
3940,24,26,26,0
4041,26,26,26,0
4143,26,26,26,0
4243,25,26,26,0
4344,30,26,26,0
4446,30,26,26,0
4546,26,26,26,0
4647,33,26,27,0
4749,23,26,26,0
4850,30,26,27,0
4951,29,27,27,0
5052,28,28,28,0
5153,23,28,27,0
5254,22,28,27,0
5355,26,27,27,0
5456,24,26,26,0
5558,32,27,27,0
5658,33,27,27,0
5760,32,28,27,0
5861,26,27,27,0
5961,28,27,27,0
6063,35,27,28,0
6164,25,27,28,0
6264,23,27,28,0
6366,27,27,28,0
6467,31,29,29,0
6568,22,27,28,0
6669,31,27,28,0
6770,29,27,27,0
6872,31,28,28,0
6972,29,29,28,0
7073,26,28,27,0
7175,38,29,28,0
7276,31,30,29,0
7376,24,30,29,0
7478,30,29,29,0
7579,28,29,29,0
7680,26,29,29,0
7781,29,29,29,0
7882,28,28,28,0
7984,25,28,28,0
8084,28,28,28,0
8185,26,28,27,0
8287,28,28,27,0
8388,29,28,27,0
8489,26,28,27,0
8590,25,27,27,0
8691,29,28,27,0
8793,25,27,26,0
8894,23,26,26,0
8994,28,27,26,0
9096,31,27,27,0
9197,27,27,27,0
9298,26,26,26,0
9399,27,26,26,0
9500,43,27,28,0
9602,28,27,28,0
9702,26,27,28,0
9803,33,27,29,0
9905,32,28,30,0
10005,37,29,31,0
10106,19,27,29,0
10208,27,27,29,0
10309,44,30,31,0
10409,33,32,32,0
10511,32,32,31,0
10612,36,32,31,0
10714,34,33,32,0
10815,20,32,31,0
10915,23,32,30,0
11017,23,29,29,0
11118,28,30,30,0
11219,14,30,28,0
11321,33,30,27,0
11421,25,26,26,0
11523,20,24,25,0
11624,18,23,23,0
11725,24,23,22,0
11827,32,23,24,0
11927,20,23,23,0
12028,33,24,24,0
12130,30,24,24,0
12230,21,24,25,0
12332,26,24,24,0
12433,19,22,24,0
12534,31,25,25,0
12636,27,26,26,0
12736,28,27,26,0
12837,28,27,26,0
12939,32,28,27,0
13040,28,28,27,0
13142,24,27,26,0
13242,26,27,26,0
13343,25,27,26,0
13445,29,28,27,0
13545,31,28,27,0
13646,29,28,28,0
13748,27,28,27,0
13848,28,28,27,0
13949,24,27,27,0
14051,25,26,26,0
14152,26,26,27,0
14254,29,27,27,0
14354,25,27,27,0
14455,25,26,26,0
14557,44,26,28,0
14658,49,26,30,0
14758,32,27,30,0
14860,8,25,28,0
14961,27,26,29,0
15063,13,26,27,0
15163,24,26,27,0
15264,39,26,28,0
15366,62,29,32,0
15467,21,29,31,0
15567,34,29,30,0
15669,34,29,29,0
15770,23,25,28,0
15872,7,25,28,0
15972,18,23,27,0
16073,25,24,28,0
16175,12,24,27,0
16276,22,22,25,0
16377,3,21,19,0
16478,20,21,19,0
16579,35,21,19,0
16680,34,21,19,0
16782,13,19,18,0
16882,30,21,21,0
16984,19,21,21,0
17085,45,21,23,0
17185,4,21,22,0
17287,11,19,21,0
17388,27,23,23,0
17489,17,23,23,0
17590,28,23,22,0
17691,30,23,22,0
17793,27,27,23,0
17893,30,27,23,0
17994,28,27,24,0
18096,24,27,22,0
18197,26,27,24,0
18297,28,27,26,0
18399,25,27,26,0
18500,27,27,27,0
18601,29,27,27,0
18703,27,27,27,0
18803,25,27,26,0
18905,28,27,26,0
19006,24,26,26,0
19107,27,27,26,0
19208,29,27,26,0
19309,26,27,26,0
19410,24,27,26,0
19512,21,26,26,0
19612,29,26,26,0
19714,30,26,26,0
19815,28,27,26,0
19916,26,26,26,0
20017,28,27,26,0
20118,17,27,25,0
20219,29,27,25,0
20321,27,27,25,0
20421,34,28,26,0
20523,26,28,27,0
20624,23,27,26,0
20725,29,27,26,0
20826,30,27,26,0
20927,27,27,27,0
21028,22,27,26,0
21130,29,28,27,0
21230,34,28,28,0
21331,28,28,28,0
21433,34,28,28,0
21533,26,28,28,0
21635,31,29,29,0
21736,28,28,28,0
21836,29,28,28,0
21938,25,28,28,0
22039,25,28,28,0
22140,29,28,28,0
22241,25,28,28,0
22342,27,27,27,0
22444,28,27,27,0
22545,23,27,27,0
22646,28,27,26,0
22747,28,27,26,0
