0,24,24,24,0
100,28,26,26,0
201,29,28,27,0
302,23,26,26,0
403,25,25,25,0
503,19,24,24,0
605,28,25,25,0
705,25,25,25,0
806,26,25,25,0
908,22,25,24,0
1009,24,25,24,0
1110,29,25,25,0
1211,22,24,24,0
1312,26,25,24,0
1414,14,24,23,0
1514,43,25,25,0
1615,21,24,25,0
1717,39,25,26,0
1818,32,25,27,0
1918,18,25,26,0
2020,2,24,24,0
2121,11,21,22,0
2222,40,23,24,0
2323,37,26,25,0
2424,25,28,26,0
2526,33,28,25,0
2626,18,28,25,0
2727,10,21,22,0
2829,22,20,21,0
2930,3,20,20,0
3031,29,23,22,0
3132,22,23,23,0
3233,15,22,21,0
3334,43,22,22,0
3435,41,22,23,0
3536,24,22,22,0
3637,17,22,22,0
3738,40,23,25,0
3840,38,26,27,0
3940,30,29,29,0
4041,15,27,28,0
4143,21,27,28,0
4243,34,32,30,0
4344,17,27,27,0
4446,25,24,26,0
4547,26,25,26,0
4647,29,27,27,0
4749,24,25,25,0
4850,24,24,24,0
4952,26,24,24,0
5053,29,25,25,0
5153,27,26,26,0
5255,26,26,25,0
5356,24,26,26,0
5456,26,26,26,0
5558,30,26,26,0
5659,28,26,26,0
5760,28,26,26,0
5861,31,27,27,0
5962,24,27,27,0
6063,27,27,27,0
6164,25,26,26,0
6265,22,26,26,0
6367,23,26,26,0
6467,25,26,26,0
6568,23,25,25,0
6670,27,25,25,0
6770,29,25,25,0
6872,24,24,24,0
6973,24,24,24,0
7074,22,24,24,0
7175,22,23,24,0
7276,22,23,24,0
7377,26,24,24,0
7479,20,23,23,0
7579,51,24,26,0
7681,28,24,26,0
7782,6,23,24,0
7882,42,23,26,0
7984,29,24,26,0
8085,16,24,26,0
8186,32,27,27,0
8287,23,27,27,0
8388,28,28,27,0
8488,25,28,28,0
8590,24,26,25,0
8691,26,25,25,0
8793,27,26,27,0
8894,21,25,25,0
8994,23,24,24,0
9096,23,24,25,0
9197,25,24,24,0
9298,25,25,24,0
9399,23,24,24,0
9500,26,24,24,0
9602,26,25,24,0
9702,28,25,24,0
9803,23,24,24,0
9905,23,24,24,0
10006,27,25,24,0
10106,22,25,24,0
10208,27,25,25,0
10309,29,26,25,0
10409,28,26,25,0
10511,24,26,25,0
10612,45,27,27,0
10714,23,25,27,0
10815,17,25,26,0
10915,4,25,24,0
11017,44,25,26,0
11118,2,25,24,0
11218,25,24,24,0
11320,22,23,23,0
11421,36,23,24,0
11523,15,22,23,0
11624,7,19,19,0
11724,38,19,21,0
11826,34,23,22,0
11927,39,29,26,0
12027,47,29,26,0
12129,36,35,29,0
12230,28,35,30,0
12332,25,35,30,0
12432,52,35,32,0
12533,23,35,32,0
12635,32,35,35,0
12735,37,35,35,0
12836,36,36,35,0
12938,26,34,34,0
13039,37,34,33,0
13139,23,30,31,0
13241,31,31,32,0
13342,21,31,31,0
13444,31,31,29,0
13545,27,31,30,0
13645,28,29,29,0
13747,25,27,28,0
13848,27,27,27,0
13949,24,27,27,0
14050,31,27,26,0
14151,24,27,26,0
14253,20,26,25,0
