0,24,24,24,0
100,24,24,24,0
201,24,24ü0,28,28,28,0
100,26,27,27,0
201,26,26,26,0
302,23,26,25,0
403,29,26,26,0
503,27,26,26,0
605,28,27,26,0
705,25,26,26,0
806,28,27,26,0
908,25,26,26,0
1009,25,26,26,0
1110,29,26,26,0
1211,26,26,26,0
1312,24,26,26,0
1413,25,25,26,0
1514,25,25,26,0
1615,24,25,25,0
1717,23,25,25,0
1817,30,25,25,0
1918,26,25,25,0
2020,28,25,26,0
2120,26,25,25,0
2222,29,25,26,0
2323,29,26,26,0
2423,22,26,26,0
2525,27,26,26,0
2626,27,27,26,0
2726,22,27,26,0
2828,19,26,25,0
2929,29,27,25,0
3031,26,26,25,0
3131,24,26,25,0
3232,33,26,25,0
3334,26,26,25,0
3434,28,26,26,0
3535,31,26,26,0
3637,24,26,26,0
3738,28,27,26,0
3838,20,27,26,0
3940,25,26,26,0
4041,23,25,26,0
4142,29,27,26,0
4243,28,27,26,0
4344,22,26,25,0
4446,27,26,25,0
4546,23,24,24,0
4647,24,24,24,0
4749,23,23,24,0
4850,26,24,25,0
4951,23,23,24,0
5052,24,24,24,0
5153,26,24,24,0
5254,27,24,24,0
5355,26,25,24,0
5456,24,24,24,0
5557,24,24,24,0
5658,23,24,24,0
5760,25,24,24,0
5861,21,24,24,0
5961,24,24,24,0
6063,25,24,24,0
6164,24,24,24,0
6264,26,24,24,0
6366,25,24,24,0
6467,20,24,23,0
6567,24,24,23,0
6669,25,24,23,0
6770,27,24,24,0
6871,26,25,24,0
6972,26,25,24,0
7073,19,25,24,0
7175,22,25,24,0
7275,25,25,23,0
7376,23,24,23,0
7478,21,24,23,0
7578,21,24,23,0
7680,14,22,22,0
7781,28,22,22,0
7882,20,21,21,0
7983,29,21,22,0
8084,21,21,22,0
8185,19,21,22,0
8287,19,21,21,0
8388,19,20,21,0
8488,22,20,21,0
8590,16,19,20,0
8691,25,20,21,0
8793,17,19,20,0
8893,26,20,21,0
8994,18,19,20,0
9096,25,19,20,0
9197,25,20,21,0
9297,27,23,22,0
9399,28,25,22,0
9500,23,25,23,0
9601,38,25,25,0
9702,10,25,23,0
9803,24,25,24,0
9904,24,24,24,0
10005,24,24,24,0
10106,26,24,24,0
10208,27,25,25,0
10308,23,24,24,0
10409,22,24,24,0
10511,23,24,24,0
10612,27,24,23,0
10713,28,24,24,0
10814,25,24,24,0
10915,25,25,25,0
11016,24,25,25,0
11117,24,24,24,0
11218,28,24,24,0
11320,25,25,25,0
11420,28,25,25,0
11522,23,25,25,0
11623,22,25,25,0
11724,27,25,25,0
11825,26,25,25,0
11926,26,25,25,0
12027,28,26,25,0
12129,24,26,25,0
12229,25,25,25,0
12331,26,26,25,0
12432,23,25,25,0
12533,27,26,25,0
12634,20,26,25,0
12735,23,25,24,0
12836,27,25,24,0
12938,26,25,24,0
13039,26,25,24,0
13139,27,26,25,0
13241,27,26,25,0
13342,21,26,24,0
13443,27,26,25,0
13544,29,26,25,0
13645,24,26,25,0
13747,26,26,26,0
13847,29,26,26,0
13948,25,26,26,0
14050,30,27,26,0
14151,21,26,25,0
14252,27,26,25,0
14353,31,27,26,0
14454,28,27,27,0
14556,26,26,26,0
14656,24,26,26,0
14757,27,27,26,0
14859,26,26,26,0
14959,24,26,26,0
15060,27,26,26,0
15162,28,27,26,0
15263,24,26,26,0
15365,23,26,25,0
15465,28,26,25,0
15566,30,26,26,0
15668,26,26,26,0
15769,28,26,26,0
15869,30,27,26,0
15971,24,27,26,0
16072,25,27,26,0
16173,25,25,26,0
16274,24,25,26,0
16375,27,26,26,0
16477,22,25,26,0
16578,24,25,25,0
16678,26,25,25,0
16780,30,25,25,0
16881,26,25,25,0
16982,27,25,25,0
17083,24,25,25,0
17184,26,26,25,0
17285,22,26,25,0
17386,27,26,25,0
17487,22,26,25,0
17589,21,26,25,0
17689,27,26,25,0
17790,29,26,25,0
17892,24,25,24,0
17992,28,25,25,0
18094,30,26,25,0
18195,26,26,25,0
18296,24,26,25,0
18397,26,26,25,0
18498,24,26,25,0
18599,28,26,26,0
18700,24,26,26,0
18801,29,26,26,0
18903,22,26,26,0
19004,29,26,26,0
19104,29,26,26,0
19206,29,27,26,0
19307,27,27,26,0
19407,24,27,26,0
19509,23,27,26,0
19610,24,25,26,0
19710,27,27,26,0
19812,25,26,25,0
19913,23,26,26,0
20015,24,24,25,0
20116,25,24,25,0
20216,25,24,24,0
20318,20,24,24,0
20419,360,24,57,0
20520,19,24,57,0
20622,129,25,67,0
20723,20,24,67,0
20824,80,24,72,0
20925,25,25,72,0
21026,5,25,70,0
21128,41,25,72,0
21228,24,24,72,0
21329,73,33,77,0
21431,19,24,43,0
21532,16,24,43,0
21633,68,24,37,0
21734,20,24,37,0
21835,22,23,31,0
21937,26,23,31,0
22037,28,25,33,0
22138,25,24,32,0
22240,20,23,31,0
22341,19,21,26,0
22443,26,23,27,0
22543,28,25,28,0
22644,28,25,24,0
22746,23,25,24,0
22846,28,26,25,0
22947,22,25,24,0
23049,19,24,23,0
23150,25,24,23,0
23251,28,25,24,0
23352,22,25,24,0
23453,25,25,24,0
23555,28,25,24,0
23655,28,25,24,0
23756,23,25,24,0
23858,25,25,24,0
23958,29,25,25,0
24059,23,25,25,0
24161,26,25,25,0
24262,20,25,24,0
24364,25,25,25,0
24464,28,25,25,0
24565,26,25,25,0
24667,22,25,24,0
24768,25,25,24,0
24868,26,25,25,0
24970,27,25,24,0
25071,23,25,24,0
25172,19,25,24,0
25273,27,25,24,0
25374,23,25,24,0
25476,27,25,24,0
25576,28,25,24,0
25677,24,25,24,0
25779,26,26,25,0
25880,28,26,25,0
25980,24,25,24,0
